id,user_id,store_id,distance,order_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_id,add_to_cart_order,special,eval_set,reordered
729274,6398,9,1.6315407920524785,2128400,94,0,16,2.0,23622,7,30,train,0
729275,6398,9,1.6315407920524785,2128400,94,0,16,2.0,38012,8,50,train,0
729276,6398,9,1.6315407920524785,2128400,94,0,16,2.0,47209,9,0,train,1
1069556,7744,0,1.2783724227703437,3119501,1,5,8,,19660,1,0,train,0
1069557,7744,0,1.2783724227703437,3119501,1,5,8,,38772,2,0,train,0
1069558,7744,0,1.2783724227703437,3119501,1,5,8,,45066,3,0,train,0
1069559,7744,0,1.2783724227703437,3119501,1,5,8,,48395,4,0,train,0
1069560,7744,0,1.2783724227703437,3119501,1,5,8,,4792,5,15,train,0
1069561,7744,0,1.2783724227703437,3119501,1,5,8,,32433,6,30,train,0
1069562,7744,0,1.2783724227703437,3119501,1,5,8,,22963,7,0,test,0
1069563,7744,0,1.2783724227703437,3119501,1,5,8,,36735,8,0,train,0
1069564,7744,0,1.2783724227703437,3119501,1,5,8,,34969,9,15,train,0
1069565,7744,0,1.2783724227703437,3119501,1,5,8,,7806,10,0,test,0
1069566,7744,0,1.2783724227703437,3119501,1,5,8,,28289,11,0,train,0
1069567,7744,0,1.2783724227703437,3119501,1,5,8,,12980,12,0,test,0
1069568,7744,0,1.2783724227703437,3119501,1,5,8,,37687,13,0,train,0
1069569,7744,0,1.2783724227703437,3119501,1,5,8,,48795,14,15,train,0
1069570,7744,0,1.2783724227703437,3119501,1,5,8,,46906,15,0,train,0
1069571,7744,0,1.2783724227703437,3119501,1,5,8,,17794,16,30,train,0
1069572,7744,0,1.2783724227703437,3119501,1,5,8,,44661,17,0,train,0
1069573,7744,0,1.2783724227703437,3119501,1,5,8,,5995,18,30,train,0
1130688,7744,0,1.2783724227703437,3301670,2,4,9,6.0,4210,1,0,train,0
1130689,7744,0,1.2783724227703437,3301670,2,4,9,6.0,17600,2,0,train,0
1130690,7744,0,1.2783724227703437,3301670,2,4,9,6.0,1158,3,30,test,0
1130691,7744,0,1.2783724227703437,3301670,2,4,9,6.0,29691,4,0,test,0
1130692,7744,0,1.2783724227703437,3301670,2,4,9,6.0,22298,5,0,train,0
1130693,7744,0,1.2783724227703437,3301670,2,4,9,6.0,21616,6,0,train,0
1130694,7744,0,1.2783724227703437,3301670,2,4,9,6.0,39275,7,0,train,0
1130695,7744,0,1.2783724227703437,3301670,2,4,9,6.0,19660,8,0,train,1
1130696,7744,0,1.2783724227703437,3301670,2,4,9,6.0,38772,9,0,train,1
1130697,7744,0,1.2783724227703437,3301670,2,4,9,6.0,28204,10,0,train,0
1130698,7744,0,1.2783724227703437,3301670,2,4,9,6.0,2180,11,0,train,0
1130699,7744,0,1.2783724227703437,3301670,2,4,9,6.0,32433,12,15,test,1
1130700,7744,0,1.2783724227703437,3301670,2,4,9,6.0,36735,13,15,test,1
1130701,7744,0,1.2783724227703437,3301670,2,4,9,6.0,7806,14,0,train,1
1130702,7744,0,1.2783724227703437,3301670,2,4,9,6.0,34969,15,0,train,1
1130703,7744,0,1.2783724227703437,3301670,2,4,9,6.0,10017,16,30,test,0
1130704,7744,0,1.2783724227703437,3301670,2,4,9,6.0,17170,17,30,train,0
1130705,7744,0,1.2783724227703437,3301670,2,4,9,6.0,48720,18,0,train,0
1130706,7744,0,1.2783724227703437,3301670,2,4,9,6.0,33990,19,0,train,0
1130707,7744,0,1.2783724227703437,3301670,2,4,9,6.0,4605,20,0,test,0
1130708,7744,0,1.2783724227703437,3301670,2,4,9,6.0,31506,21,0,train,0
1130709,7744,0,1.2783724227703437,3301670,2,4,9,6.0,17759,22,0,train,0
1130710,7744,0,1.2783724227703437,3301670,2,4,9,6.0,19693,23,15,train,0
1130711,7744,0,1.2783724227703437,3301670,2,4,9,6.0,45535,24,0,train,0
1130712,7744,0,1.2783724227703437,3301670,2,4,9,6.0,28842,25,0,train,0
1130713,7744,0,1.2783724227703437,3301670,2,4,9,6.0,15143,26,15,train,0
1130714,7744,0,1.2783724227703437,3301670,2,4,9,6.0,11185,27,50,train,0
850545,7744,0,1.2783724227703437,2477922,3,4,12,7.0,38772,1,0,train,1
850546,7744,0,1.2783724227703437,2477922,3,4,12,7.0,36968,2,0,train,0
850547,7744,0,1.2783724227703437,2477922,3,4,12,7.0,45535,3,0,train,1
850548,7744,0,1.2783724227703437,2477922,3,4,12,7.0,29691,4,0,train,1
850549,7744,0,1.2783724227703437,2477922,3,4,12,7.0,44310,5,0,train,0
850550,7744,0,1.2783724227703437,2477922,3,4,12,7.0,21616,6,0,train,1
850551,7744,0,1.2783724227703437,2477922,3,4,12,7.0,22963,7,30,train,1
850552,7744,0,1.2783724227703437,2477922,3,4,12,7.0,12896,8,15,train,0
850553,7744,0,1.2783724227703437,2477922,3,4,12,7.0,9808,9,30,train,0
850554,7744,0,1.2783724227703437,2477922,3,4,12,7.0,21037,10,0,train,0
850555,7744,0,1.2783724227703437,2477922,3,4,12,7.0,28842,11,0,train,1
850556,7744,0,1.2783724227703437,2477922,3,4,12,7.0,26298,12,0,train,0
850557,7744,0,1.2783724227703437,2477922,3,4,12,7.0,40604,13,50,train,0
850558,7744,0,1.2783724227703437,2477922,3,4,12,7.0,13730,14,30,test,0
850559,7744,0,1.2783724227703437,2477922,3,4,12,7.0,35512,15,0,test,0
850560,7744,0,1.2783724227703437,2477922,3,4,12,7.0,18370,16,0,train,0
850561,7744,0,1.2783724227703437,2477922,3,4,12,7.0,41787,17,0,train,0
850562,7744,0,1.2783724227703437,2477922,3,4,12,7.0,651,18,30,train,0
850563,7744,0,1.2783724227703437,2477922,3,4,12,7.0,33990,19,15,train,1
850564,7744,0,1.2783724227703437,2477922,3,4,12,7.0,21903,20,50,train,0
850565,7744,0,1.2783724227703437,2477922,3,4,12,7.0,39275,21,0,train,1
850566,7744,0,1.2783724227703437,2477922,3,4,12,7.0,44661,22,0,test,1
850567,7744,0,1.2783724227703437,2477922,3,4,12,7.0,7781,23,50,train,0
400792,7744,0,1.2783724227703437,1172776,4,0,16,3.0,19660,1,0,test,1
400793,7744,0,1.2783724227703437,1172776,4,0,16,3.0,38772,2,0,train,1
400794,7744,0,1.2783724227703437,1172776,4,0,16,3.0,32433,3,0,train,1
400795,7744,0,1.2783724227703437,1172776,4,0,16,3.0,34969,4,0,train,1
400796,7744,0,1.2783724227703437,1172776,4,0,16,3.0,7806,5,30,test,1
400797,7744,0,1.2783724227703437,1172776,4,0,16,3.0,28289,6,30,train,1
400798,7744,0,1.2783724227703437,1172776,4,0,16,3.0,29662,7,0,train,0
400799,7744,0,1.2783724227703437,1172776,4,0,16,3.0,39408,8,50,test,0
400800,7744,0,1.2783724227703437,1172776,4,0,16,3.0,33990,9,15,train,1
400801,7744,0,1.2783724227703437,1172776,4,0,16,3.0,13730,10,50,train,1
400802,7744,0,1.2783724227703437,1172776,4,0,16,3.0,29691,11,0,train,1
400803,7744,0,1.2783724227703437,1172776,4,0,16,3.0,37687,12,0,train,1
400804,7744,0,1.2783724227703437,1172776,4,0,16,3.0,17794,13,0,test,1
400805,7744,0,1.2783724227703437,1172776,4,0,16,3.0,22298,14,15,train,1
400806,7744,0,1.2783724227703437,1172776,4,0,16,3.0,21616,15,0,train,1
446518,7744,0,1.2783724227703437,1306477,5,2,13,2.0,32864,1,0,train,0
446519,7744,0,1.2783724227703437,1306477,5,2,13,2.0,3599,2,0,train,0
446520,7744,0,1.2783724227703437,1306477,5,2,13,2.0,4210,3,0,train,1
446521,7744,0,1.2783724227703437,1306477,5,2,13,2.0,38772,4,30,train,1
446522,7744,0,1.2783724227703437,1306477,5,2,13,2.0,45535,5,0,test,1
446523,7744,0,1.2783724227703437,1306477,5,2,13,2.0,36735,6,0,train,1
446524,7744,0,1.2783724227703437,1306477,5,2,13,2.0,10017,7,15,train,1
446525,7744,0,1.2783724227703437,1306477,5,2,13,2.0,48697,8,30,train,0
446526,7744,0,1.2783724227703437,1306477,5,2,13,2.0,38159,9,50,test,0
446527,7744,0,1.2783724227703437,1306477,5,2,13,2.0,21137,10,50,train,0
446528,7744,0,1.2783724227703437,1306477,5,2,13,2.0,9076,11,0,test,0
446529,7744,0,1.2783724227703437,1306477,5,2,13,2.0,25340,12,0,test,0
446530,7744,0,1.2783724227703437,1306477,5,2,13,2.0,28842,13,0,test,1
446531,7744,0,1.2783724227703437,1306477,5,2,13,2.0,26209,14,0,train,0
85807,7744,0,1.2783724227703437,251264,6,5,8,3.0,19660,1,15,train,1
85808,7744,0,1.2783724227703437,251264,6,5,8,3.0,38772,2,15,train,1
85809,7744,0,1.2783724227703437,251264,6,5,8,3.0,7806,3,0,train,1
85810,7744,0,1.2783724227703437,251264,6,5,8,3.0,28204,4,0,train,1
85811,7744,0,1.2783724227703437,251264,6,5,8,3.0,13740,5,0,test,0
85812,7744,0,1.2783724227703437,251264,6,5,8,3.0,3330,6,0,train,0
85813,7744,0,1.2783724227703437,251264,6,5,8,3.0,9366,7,0,train,0
85814,7744,0,1.2783724227703437,251264,6,5,8,3.0,10106,8,15,train,0
85815,7744,0,1.2783724227703437,251264,6,5,8,3.0,12980,9,0,train,1
85816,7744,0,1.2783724227703437,251264,6,5,8,3.0,11513,10,0,train,0
85817,7744,0,1.2783724227703437,251264,6,5,8,3.0,35512,11,0,train,1
85818,7744,0,1.2783724227703437,251264,6,5,8,3.0,33990,12,0,train,1
85819,7744,0,1.2783724227703437,251264,6,5,8,3.0,29691,13,15,train,1
85820,7744,0,1.2783724227703437,251264,6,5,8,3.0,46906,14,0,train,1
85821,7744,0,1.2783724227703437,251264,6,5,8,3.0,21616,15,0,train,1
85822,7744,0,1.2783724227703437,251264,6,5,8,3.0,13176,16,30,train,0
85823,7744,0,1.2783724227703437,251264,6,5,8,3.0,3599,17,0,train,1
85824,7744,0,1.2783724227703437,251264,6,5,8,3.0,9076,18,0,test,1
85825,7744,0,1.2783724227703437,251264,6,5,8,3.0,34745,19,15,test,0
85826,7744,0,1.2783724227703437,251264,6,5,8,3.0,24413,20,50,train,0
85827,7744,0,1.2783724227703437,251264,6,5,8,3.0,38192,21,15,train,0
85828,7744,0,1.2783724227703437,251264,6,5,8,3.0,25371,22,30,test,0
85829,7744,0,1.2783724227703437,251264,6,5,8,3.0,34249,23,0,train,0
85830,7744,0,1.2783724227703437,251264,6,5,8,3.0,24834,24,0,train,0
85831,7744,0,1.2783724227703437,251264,6,5,8,3.0,1749,25,30,train,0
85832,7744,0,1.2783724227703437,251264,6,5,8,3.0,14461,26,30,train,0
85833,7744,0,1.2783724227703437,251264,6,5,8,3.0,39850,27,50,train,0
85834,7744,0,1.2783724227703437,251264,6,5,8,3.0,4210,28,0,train,1
1072373,7744,0,1.2783724227703437,3127292,7,2,8,4.0,19660,1,0,train,1
1072374,7744,0,1.2783724227703437,3127292,7,2,8,4.0,36968,2,0,test,1
1072375,7744,0,1.2783724227703437,3127292,7,2,8,4.0,17759,3,0,train,1
1072376,7744,0,1.2783724227703437,3127292,7,2,8,4.0,29691,4,0,test,1
1072377,7744,0,1.2783724227703437,3127292,7,2,8,4.0,35512,5,0,train,1
1072378,7744,0,1.2783724227703437,3127292,7,2,8,4.0,33990,6,0,test,1
1072379,7744,0,1.2783724227703437,3127292,7,2,8,4.0,32864,7,15,test,1
1072380,7744,0,1.2783724227703437,3127292,7,2,8,4.0,14461,8,0,test,1
957815,7744,0,1.2783724227703437,2790534,8,5,13,3.0,4210,1,0,test,1
957816,7744,0,1.2783724227703437,2790534,8,5,13,3.0,38772,2,0,train,1
957817,7744,0,1.2783724227703437,2790534,8,5,13,3.0,12980,3,0,train,1
957818,7744,0,1.2783724227703437,2790534,8,5,13,3.0,44310,4,0,train,1
957819,7744,0,1.2783724227703437,2790534,8,5,13,3.0,46906,5,0,train,1
957820,7744,0,1.2783724227703437,2790534,8,5,13,3.0,21616,6,0,test,1
957821,7744,0,1.2783724227703437,2790534,8,5,13,3.0,9808,7,0,train,1
957822,7744,0,1.2783724227703437,2790534,8,5,13,3.0,35512,8,0,train,1
957823,7744,0,1.2783724227703437,2790534,8,5,13,3.0,11513,9,0,train,1
957824,7744,0,1.2783724227703437,2790534,8,5,13,3.0,33990,10,0,train,1
957825,7744,0,1.2783724227703437,2790534,8,5,13,3.0,22908,11,0,test,0
957826,7744,0,1.2783724227703437,2790534,8,5,13,3.0,31506,12,15,train,1
957827,7744,0,1.2783724227703437,2790534,8,5,13,3.0,4421,13,30,train,0
957828,7744,0,1.2783724227703437,2790534,8,5,13,3.0,44628,14,50,train,0
957829,7744,0,1.2783724227703437,2790534,8,5,13,3.0,37646,15,50,train,0
957830,7744,0,1.2783724227703437,2790534,8,5,13,3.0,8174,16,0,test,0
957831,7744,0,1.2783724227703437,2790534,8,5,13,3.0,11782,17,0,test,0
957832,7744,0,1.2783724227703437,2790534,8,5,13,3.0,29398,18,30,train,0
647540,7744,0,1.2783724227703437,1893511,9,2,8,4.0,12980,1,0,train,1
647541,7744,0,1.2783724227703437,1893511,9,2,8,4.0,45535,2,0,train,1
647542,7744,0,1.2783724227703437,1893511,9,2,8,4.0,44310,3,15,train,1
647543,7744,0,1.2783724227703437,1893511,9,2,8,4.0,29691,4,0,train,1
647544,7744,0,1.2783724227703437,1893511,9,2,8,4.0,21616,5,15,train,1
647545,7744,0,1.2783724227703437,1893511,9,2,8,4.0,9808,6,0,test,1
647546,7744,0,1.2783724227703437,1893511,9,2,8,4.0,12896,7,0,test,1
647547,7744,0,1.2783724227703437,1893511,9,2,8,4.0,22963,8,0,train,1
647548,7744,0,1.2783724227703437,1893511,9,2,8,4.0,28842,9,15,test,1
647549,7744,0,1.2783724227703437,1893511,9,2,8,4.0,44275,10,0,train,0
647550,7744,0,1.2783724227703437,1893511,9,2,8,4.0,26298,11,0,train,1
647551,7744,0,1.2783724227703437,1893511,9,2,8,4.0,28204,12,0,train,1
647552,7744,0,1.2783724227703437,1893511,9,2,8,4.0,17794,13,15,train,1
647553,7744,0,1.2783724227703437,1893511,9,2,8,4.0,3599,14,0,train,1
647554,7744,0,1.2783724227703437,1893511,9,2,8,4.0,34249,15,0,train,1
647555,7744,0,1.2783724227703437,1893511,9,2,8,4.0,24834,16,0,train,1
647556,7744,0,1.2783724227703437,1893511,9,2,8,4.0,25340,17,0,train,1
647557,7744,0,1.2783724227703437,1893511,9,2,8,4.0,21137,18,0,train,1
721915,7744,0,1.2783724227703437,2106594,11,2,11,4.0,4210,1,0,train,1
721916,7744,0,1.2783724227703437,2106594,11,2,11,4.0,36968,2,30,train,1
721917,7744,0,1.2783724227703437,2106594,11,2,11,4.0,12980,3,15,train,1
721918,7744,0,1.2783724227703437,2106594,11,2,11,4.0,45535,4,30,train,1
721919,7744,0,1.2783724227703437,2106594,11,2,11,4.0,17600,5,0,train,1
721920,7744,0,1.2783724227703437,2106594,11,2,11,4.0,44310,6,0,train,1
721921,7744,0,1.2783724227703437,2106594,11,2,11,4.0,29691,7,0,train,1
721922,7744,0,1.2783724227703437,2106594,11,2,11,4.0,22963,8,0,train,1
721923,7744,0,1.2783724227703437,2106594,11,2,11,4.0,44275,9,15,train,1
721924,7744,0,1.2783724227703437,2106594,11,2,11,4.0,9808,10,0,train,1
721925,7744,0,1.2783724227703437,2106594,11,2,11,4.0,28204,11,15,train,1
721926,7744,0,1.2783724227703437,2106594,11,2,11,4.0,651,12,0,train,1
721927,7744,0,1.2783724227703437,2106594,11,2,11,4.0,2180,13,0,train,1
721928,7744,0,1.2783724227703437,2106594,11,2,11,4.0,9366,14,0,train,1
721929,7744,0,1.2783724227703437,2106594,11,2,11,4.0,14461,15,15,train,1
721930,7744,0,1.2783724227703437,2106594,11,2,11,4.0,4421,16,15,train,1
721931,7744,0,1.2783724227703437,2106594,11,2,11,4.0,17794,17,15,train,1
721932,7744,0,1.2783724227703437,2106594,11,2,11,4.0,1749,18,30,train,1
721933,7744,0,1.2783724227703437,2106594,11,2,11,4.0,39850,19,0,train,1
721934,7744,0,1.2783724227703437,2106594,11,2,11,4.0,46906,20,0,train,1
721935,7744,0,1.2783724227703437,2106594,11,2,11,4.0,21137,21,0,train,1
250690,7744,0,1.2783724227703437,734899,18,2,6,25.0,36144,1,15,train,0
250691,7744,0,1.2783724227703437,734899,18,2,6,25.0,19660,2,0,train,1
250692,7744,0,1.2783724227703437,734899,18,2,6,25.0,4210,3,0,test,1
250693,7744,0,1.2783724227703437,734899,18,2,6,25.0,12980,4,0,train,1
250694,7744,0,1.2783724227703437,734899,18,2,6,25.0,17600,5,0,train,1
250695,7744,0,1.2783724227703437,734899,18,2,6,25.0,29691,6,0,train,1
250696,7744,0,1.2783724227703437,734899,18,2,6,25.0,28204,7,15,train,1
250697,7744,0,1.2783724227703437,734899,18,2,6,25.0,10017,8,0,test,1
250698,7744,0,1.2783724227703437,734899,18,2,6,25.0,28842,9,50,train,1
250699,7744,0,1.2783724227703437,734899,18,2,6,25.0,44275,10,0,train,1
250700,7744,0,1.2783724227703437,734899,18,2,6,25.0,651,11,0,train,1
250701,7744,0,1.2783724227703437,734899,18,2,6,25.0,44310,12,0,train,1
250702,7744,0,1.2783724227703437,734899,18,2,6,25.0,44170,13,0,test,1
250703,7744,0,1.2783724227703437,734899,18,2,6,25.0,26128,14,0,train,0
250704,7744,0,1.2783724227703437,734899,18,2,6,25.0,2180,15,0,test,1
250705,7744,0,1.2783724227703437,734899,18,2,6,25.0,890,16,0,train,1
250706,7744,0,1.2783724227703437,734899,18,2,6,25.0,45066,17,0,test,1
250707,7744,0,1.2783724227703437,734899,18,2,6,25.0,30953,18,0,test,1
250708,7744,0,1.2783724227703437,734899,18,2,6,25.0,46906,19,15,test,1
250709,7744,0,1.2783724227703437,734899,18,2,6,25.0,21616,20,50,train,1
250710,7744,0,1.2783724227703437,734899,18,2,6,25.0,31506,21,0,train,1
250711,7744,0,1.2783724227703437,734899,18,2,6,25.0,47766,22,0,test,0
250712,7744,0,1.2783724227703437,734899,18,2,6,25.0,17794,23,0,train,1
250713,7744,0,1.2783724227703437,734899,18,2,6,25.0,23165,24,15,train,0
250714,7744,0,1.2783724227703437,734899,18,2,6,25.0,20114,25,0,train,0
250715,7744,0,1.2783724227703437,734899,18,2,6,25.0,44142,26,0,train,0
12152,7744,0,1.2783724227703437,35759,20,2,8,3.0,19660,1,15,test,1
12153,7744,0,1.2783724227703437,35759,20,2,8,3.0,4210,2,0,train,1
12154,7744,0,1.2783724227703437,35759,20,2,8,3.0,29691,3,0,train,1
12155,7744,0,1.2783724227703437,35759,20,2,8,3.0,28204,4,15,test,1
12156,7744,0,1.2783724227703437,35759,20,2,8,3.0,12980,5,0,train,1
12157,7744,0,1.2783724227703437,35759,20,2,8,3.0,21037,6,0,train,1
12158,7744,0,1.2783724227703437,35759,20,2,8,3.0,651,7,0,train,1
12159,7744,0,1.2783724227703437,35759,20,2,8,3.0,30953,8,30,test,1
12160,7744,0,1.2783724227703437,35759,20,2,8,3.0,47766,9,0,train,1
12161,7744,0,1.2783724227703437,35759,20,2,8,3.0,25340,10,0,test,1
12162,7744,0,1.2783724227703437,35759,20,2,8,3.0,26209,11,0,train,1
12163,7744,0,1.2783724227703437,35759,20,2,8,3.0,18370,12,15,train,1
12164,7744,0,1.2783724227703437,35759,20,2,8,3.0,20114,13,0,test,1
12165,7744,0,1.2783724227703437,35759,20,2,8,3.0,44142,14,30,train,1
12166,7744,0,1.2783724227703437,35759,20,2,8,3.0,21405,15,0,test,1
12167,7744,0,1.2783724227703437,35759,20,2,8,3.0,47388,16,0,test,1
12168,7744,0,1.2783724227703437,35759,20,2,8,3.0,49683,17,30,test,1
12169,7744,0,1.2783724227703437,35759,20,2,8,3.0,39558,18,0,test,0
751486,7744,0,1.2783724227703437,2191109,21,5,10,3.0,29691,1,15,train,1
751487,7744,0,1.2783724227703437,2191109,21,5,10,3.0,28204,2,0,train,1
751488,7744,0,1.2783724227703437,2191109,21,5,10,3.0,17600,3,0,test,1
751489,7744,0,1.2783724227703437,2191109,21,5,10,3.0,28842,4,0,train,1
751490,7744,0,1.2783724227703437,2191109,21,5,10,3.0,44275,5,0,train,1
751491,7744,0,1.2783724227703437,2191109,21,5,10,3.0,25936,6,0,train,0
751492,7744,0,1.2783724227703437,2191109,21,5,10,3.0,47766,7,0,test,1
751493,7744,0,1.2783724227703437,2191109,21,5,10,3.0,25340,8,0,train,1
751494,7744,0,1.2783724227703437,2191109,21,5,10,3.0,39558,9,0,train,1
751495,7744,0,1.2783724227703437,2191109,21,5,10,3.0,44142,10,0,train,1
751496,7744,0,1.2783724227703437,2191109,21,5,10,3.0,40604,11,30,test,1
751497,7744,0,1.2783724227703437,2191109,21,5,10,3.0,22849,12,0,train,0
751498,7744,0,1.2783724227703437,2191109,21,5,10,3.0,48795,13,0,test,1
751499,7744,0,1.2783724227703437,2191109,21,5,10,3.0,40961,14,50,test,0
613400,7744,0,1.2783724227703437,1794423,23,3,8,4.0,4210,1,0,train,1
613401,7744,0,1.2783724227703437,1794423,23,3,8,4.0,29691,2,0,test,1
613402,7744,0,1.2783724227703437,1794423,23,3,8,4.0,25340,3,0,train,1
613403,7744,0,1.2783724227703437,1794423,23,3,8,4.0,19660,4,0,train,1
613404,7744,0,1.2783724227703437,1794423,23,3,8,4.0,17600,5,0,test,1
613405,7744,0,1.2783724227703437,1794423,23,3,8,4.0,12980,6,0,test,1
613406,7744,0,1.2783724227703437,1794423,23,3,8,4.0,44275,7,0,test,1
613407,7744,0,1.2783724227703437,1794423,23,3,8,4.0,44310,8,0,test,1
613408,7744,0,1.2783724227703437,1794423,23,3,8,4.0,651,9,0,train,1
613409,7744,0,1.2783724227703437,1794423,23,3,8,4.0,10017,10,0,train,1
613410,7744,0,1.2783724227703437,1794423,23,3,8,4.0,36144,11,0,test,1
613411,7744,0,1.2783724227703437,1794423,23,3,8,4.0,23165,12,50,test,1
613412,7744,0,1.2783724227703437,1794423,23,3,8,4.0,28842,13,15,train,1
613413,7744,0,1.2783724227703437,1794423,23,3,8,4.0,11513,14,0,train,1
613414,7744,0,1.2783724227703437,1794423,23,3,8,4.0,13740,15,0,test,1
613415,7744,0,1.2783724227703437,1794423,23,3,8,4.0,27848,16,15,test,1
613416,7744,0,1.2783724227703437,1794423,23,3,8,4.0,30327,17,15,test,0
613417,7744,0,1.2783724227703437,1794423,23,3,8,4.0,48486,18,0,train,0
251461,7744,0,1.2783724227703437,737158,24,6,9,3.0,29691,1,0,train,1
251462,7744,0,1.2783724227703437,737158,24,6,9,3.0,47766,2,0,train,1
251463,7744,0,1.2783724227703437,737158,24,6,9,3.0,46906,3,0,train,1
251464,7744,0,1.2783724227703437,737158,24,6,9,3.0,12980,4,15,test,1
251465,7744,0,1.2783724227703437,737158,24,6,9,3.0,17600,5,30,train,1
251466,7744,0,1.2783724227703437,737158,24,6,9,3.0,44275,6,0,train,1
251467,7744,0,1.2783724227703437,737158,24,6,9,3.0,21616,7,0,train,1
251468,7744,0,1.2783724227703437,737158,24,6,9,3.0,45066,8,0,train,1
251469,7744,0,1.2783724227703437,737158,24,6,9,3.0,44310,9,30,test,1
251470,7744,0,1.2783724227703437,737158,24,6,9,3.0,21037,10,0,train,1
251471,7744,0,1.2783724227703437,737158,24,6,9,3.0,28842,11,0,train,1
251472,7744,0,1.2783724227703437,737158,24,6,9,3.0,26209,12,0,test,1
251473,7744,0,1.2783724227703437,737158,24,6,9,3.0,44142,13,15,train,1
251474,7744,0,1.2783724227703437,737158,24,6,9,3.0,43352,14,0,train,1
251475,7744,0,1.2783724227703437,737158,24,6,9,3.0,5995,15,30,train,1
251476,7744,0,1.2783724227703437,737158,24,6,9,3.0,41658,16,0,train,0
251477,7744,0,1.2783724227703437,737158,24,6,9,3.0,34126,17,30,test,0
1163131,7744,0,1.2783724227703437,3393478,27,1,9,5.0,29691,1,30,train,1
1163132,7744,0,1.2783724227703437,3393478,27,1,9,5.0,28204,2,15,train,1
1163133,7744,0,1.2783724227703437,3393478,27,1,9,5.0,19660,3,0,train,1
1163134,7744,0,1.2783724227703437,3393478,27,1,9,5.0,12980,4,0,train,1
1163135,7744,0,1.2783724227703437,3393478,27,1,9,5.0,47766,5,0,test,1
1163136,7744,0,1.2783724227703437,3393478,27,1,9,5.0,28842,6,15,train,1
1163137,7744,0,1.2783724227703437,3393478,27,1,9,5.0,26209,7,0,train,1
1163138,7744,0,1.2783724227703437,3393478,27,1,9,5.0,46906,8,15,train,1
1163139,7744,0,1.2783724227703437,3393478,27,1,9,5.0,26128,9,50,train,1
1163140,7744,0,1.2783724227703437,3393478,27,1,9,5.0,36144,10,0,train,1
1163141,7744,0,1.2783724227703437,3393478,27,1,9,5.0,48486,11,0,train,1
1163142,7744,0,1.2783724227703437,3393478,27,1,9,5.0,4656,12,0,train,1
1163143,7744,0,1.2783724227703437,3393478,27,1,9,5.0,22935,13,0,train,1
1163144,7744,0,1.2783724227703437,3393478,27,1,9,5.0,890,14,0,test,1
1163145,7744,0,1.2783724227703437,3393478,27,1,9,5.0,17759,15,0,train,1
1163146,7744,0,1.2783724227703437,3393478,27,1,9,5.0,44632,16,30,test,0
1163147,7744,0,1.2783724227703437,3393478,27,1,9,5.0,25936,17,0,test,1
674369,7744,0,1.2783724227703437,1970862,34,0,8,2.0,19660,1,0,train,1
674370,7744,0,1.2783724227703437,1970862,34,0,8,2.0,28204,2,0,test,1
674371,7744,0,1.2783724227703437,1970862,34,0,8,2.0,29691,3,15,test,1
674372,7744,0,1.2783724227703437,1970862,34,0,8,2.0,4210,4,15,train,1
674373,7744,0,1.2783724227703437,1970862,34,0,8,2.0,12980,5,0,train,1
674374,7744,0,1.2783724227703437,1970862,34,0,8,2.0,28842,6,0,train,1
674375,7744,0,1.2783724227703437,1970862,34,0,8,2.0,44275,7,0,train,1
674376,7744,0,1.2783724227703437,1970862,34,0,8,2.0,44632,8,0,train,1
674377,7744,0,1.2783724227703437,1970862,34,0,8,2.0,651,9,0,train,1
674378,7744,0,1.2783724227703437,1970862,34,0,8,2.0,17794,10,15,train,1
674379,7744,0,1.2783724227703437,1970862,34,0,8,2.0,23165,11,0,train,1
674380,7744,0,1.2783724227703437,1970862,34,0,8,2.0,27966,12,30,train,1
674381,7744,0,1.2783724227703437,1970862,34,0,8,2.0,14461,13,0,train,1
674382,7744,0,1.2783724227703437,1970862,34,0,8,2.0,34126,14,15,train,1
674383,7744,0,1.2783724227703437,1970862,34,0,8,2.0,10106,15,0,test,1
664524,7744,0,1.2783724227703437,1941388,43,0,11,5.0,4210,1,0,test,1
664525,7744,0,1.2783724227703437,1941388,43,0,11,5.0,29691,2,0,train,1
664526,7744,0,1.2783724227703437,1941388,43,0,11,5.0,47766,3,0,train,1
664527,7744,0,1.2783724227703437,1941388,43,0,11,5.0,15227,4,0,train,1
664528,7744,0,1.2783724227703437,1941388,43,0,11,5.0,21037,5,30,train,1
664529,7744,0,1.2783724227703437,1941388,43,0,11,5.0,19660,6,0,train,1
664530,7744,0,1.2783724227703437,1941388,43,0,11,5.0,17600,7,0,train,1
664531,7744,0,1.2783724227703437,1941388,43,0,11,5.0,5449,8,15,test,1
664532,7744,0,1.2783724227703437,1941388,43,0,11,5.0,45066,9,15,train,1
664533,7744,0,1.2783724227703437,1941388,43,0,11,5.0,11513,10,0,test,1
664534,7744,0,1.2783724227703437,1941388,43,0,11,5.0,21616,11,0,train,1
664535,7744,0,1.2783724227703437,1941388,43,0,11,5.0,13740,12,0,test,1
664536,7744,0,1.2783724227703437,1941388,43,0,11,5.0,26128,13,0,train,1
664537,7744,0,1.2783724227703437,1941388,43,0,11,5.0,35221,14,0,train,1
664538,7744,0,1.2783724227703437,1941388,43,0,11,5.0,28842,15,15,train,1
